"id","event_name","parent_campaign","layer","default_visible","start_year","end_year","place_name","country_today","lat","lon","coord_source","coord_precision","geometry_type","site_role","perpetrator","succession_type","perpetrator_today","target_group","category","deaths_low","deaths_high","toll_basis","affected_low","affected_high","affected_measure","toll_note","evidence_tier","status","documentation_completeness","completeness_note","key_source","verification_status","verified_note","notes"
"EV0515","Melamine-adulterated infant formula","Food adulteration","core","TRUE","2008","2008","Sanlu Group, Shijiazhuang, and 21 further producers","China","","","","","multi_point","victim_site","Sanlu Group and milk collection intermediaries","dissolved","Dissolved; dairy assets acquired by Sanyuan","Infants","corporate and industrial harm","6","","counted","300000","","infants treated for kidney stones and renal failure","","1","confirmed","not_assessed","","Chinese court judgments 2009, including two executions; WHO review","unverified","","Around 300,000 infants affected. The company knew for months and local officials suppressed reporting through the Beijing Olympics"
"EV0516","Toxic oil syndrome","Food adulteration","core","TRUE","1981","1981","Madrid and north-western Spain","Spain","","","","","region","victim_site","Rapeseed oil importers and repackagers","","","Consumers","corporate and industrial harm","300","1100","documented_estimate","20000","","people permanently disabled","","1","confirmed","not_assessed","","Spanish Audiencia Nacional judgment 1989; WHO follow-up studies","unverified","","Industrial rapeseed oil denatured with aniline, refined and sold as olive oil. Around 20,000 people permanently affected"
"EV0517","Monsanto PCB production at Anniston","Industrial chemical contamination","core","TRUE","1929","1971","Anniston, Alabama","United States","33.6598","-85.8316","unverified_ai","settlement","point","victim_site","Monsanto (Anniston plant)","liability_spinoff","Split three ways: chemical liabilities to Solutia (1997), acquired by Eastman Chemical (2012); pharmaceutical arm merged into Pharmacia (2000), acquired by Pfizer (2003); agricultural business relisted as 'new Monsanto', acquired by Bayer (2018)","Residents of west Anniston","corporate and industrial harm","","","not_quantified","","","residents of west Anniston covered by the 2003 settlement: around 20,000","PCB body burdens in Anniston residents ran hundreds of times national averages. Mortality attribution was never established in court; the settlement resolved property and health claims without it","1","confirmed","not_assessed","","Abernathy v Monsanto settlement 2003, 700 million dollars; internal Monsanto memoranda in evidence","unverified","","Internal documents from the 1960s record the company's knowledge of contamination alongside a decision not to lose business over it"
"EV0518","Vinyl chloride angiosarcoma concealment","Occupational chemical exposure","core","TRUE","1959","1974","B.F. Goodrich, Louisville, Kentucky; European producers","United States / Europe","","","","","multi_point","victim_site","B.F. Goodrich and the vinyl chloride industry","acquisition","Lubrizol, a Berkshire Hathaway subsidiary","Polymerisation workers","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US congressional and OSHA record 1974; Markowitz and Rosner, Deceit and Denial","unverified","","European animal studies showing liver cancer were shared with US producers under secrecy agreements years before workers were told"
"EV0519","Hexavalent chromium at Hinkley","Industrial chemical contamination","core","TRUE","1952","1966","Hinkley, California","United States","34.945","-117.18","unverified_ai","settlement","point","victim_site","Pacific Gas and Electric","","","Town residents","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Anderson v PG&E settlement 1996, 333 million dollars","unverified","","Chromium-6 discharged to unlined ponds; the utility knew of the plume before informing residents"
"EV0520","Johns-Manville asbestos concealment","Occupational and environmental asbestos","core","TRUE","1930","1977","Manville, New Jersey; plants across North America","United States","","","","","multi_point","victim_site","Johns-Manville Corporation","court_ordered","Johns Manville, a Berkshire Hathaway subsidiary","Workers and their families","corporate and industrial harm","","","attributable_annual","","","occupational asbestos deaths worldwide: around 255,000 a year","Asbestos mortality is counted globally by disease, not by company. Manville's share is not separable","1","confirmed","not_assessed","","WHO and GBD asbestos estimates; Sumner Simpson papers 1977","unverified","","Correspondence from the 1930s showing suppression of the medical literature surfaced only in discovery forty years later"
"EV0521","Lead paint marketing to households","Lead in consumer products","core","TRUE","1900","1978","United States; Lead Industries Association campaigns","United States","","","","","region","victim_site","Sherwin-Williams, NL Industries, ConAgra and the Lead Industries Association","","","Children in older housing","corporate and industrial harm","","","not_quantified","","","US homes with lead paint hazards at the time of the judgment: around 3.5 million in California alone","The California judgment ordered abatement rather than damages, so no mortality finding was made","1","confirmed","not_assessed","","California public nuisance judgment 2014, affirmed 2017, 305 million dollar abatement fund","unverified","","Marketed for interior use with child-directed advertising while the industry's own literature described childhood poisoning"
"EV0522","Kepone contamination of the James River","Industrial chemical contamination","core","TRUE","1966","1975","Hopewell, Virginia; James River","United States","","","","","region","victim_site","Allied Chemical and Life Science Products","acquisition","Honeywell International","Plant workers and river communities","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","US federal conviction and fine 1976; Virginia fishing ban","unverified","","Workers showed tremors and neurological damage; the river was closed to fishing for thirteen years"
"EV0523","Times Beach dioxin contamination","Industrial chemical contamination","core","TRUE","1972","1983","Times Beach, Missouri","United States","38.507","-90.6","unverified_ai","settlement","point","victim_site","Independent Petrochemical Corporation and waste haulers","","","Town residents","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","EPA buyout 1983; federal litigation","unverified","","Dioxin-laced waste oil sprayed on roads for dust control; the town was bought out and dissolved"
"EV0524","Trichloroethylene contamination at Woburn","Industrial chemical contamination","core","TRUE","1964","1986","Woburn, Massachusetts","United States","42.4793","-71.1523","unverified_ai","settlement","point","victim_site","W.R. Grace and Beatrice Foods","","","Families in east Woburn","corporate and industrial harm","","","not_quantified","","","","","1","confirmed","not_assessed","","Anderson v Cryovac 1986; Massachusetts Department of Public Health cluster study","unverified","","A childhood leukaemia cluster traced to two municipal wells; the basis of A Civil Action"
"EV0525","Talc asbestos contamination","Consumer product harm","core","TRUE","1971","2020","Johnson and Johnson, New Brunswick, New Jersey","United States","40.4862","-74.4518","unverified_ai","settlement","point","victim_site","Johnson and Johnson","liability_spinoff","Johnson and Johnson; talc liabilities moved to LTL Management, later Red River Talc","Consumers, predominantly women","corporate and industrial harm","","","not_quantified","","","","","2","contested","not_assessed","","Reuters investigation 2018 citing internal records; US state verdicts, several later reduced or reversed","unverified","","Internal testing showing trace asbestos dates to the early 1970s. Causation and verdict sizes remain heavily litigated"
"EV0526","Ford Pinto fuel tank design","Vehicle safety concealment","core","TRUE","1971","1980","Ford Motor Company, Dearborn, Michigan","United States","42.3223","-83.1763","unverified_ai","settlement","point","victim_site","Ford Motor Company","","","Drivers and passengers","corporate and industrial harm","27","180","documented_estimate","","","","","1","contested","not_assessed","","Grimshaw v Ford Motor Co. 1981; NHTSA investigation 1978","unverified","","The internal cost-benefit memo is real but was written for a different regulatory purpose than the popular account suggests. Cite the judgment, not the legend"
"EV0527","General Motors ignition switch defect","Vehicle safety concealment","core","TRUE","2004","2014","General Motors, Detroit, Michigan","United States","42.3314","-83.0458","unverified_ai","settlement","point","victim_site","General Motors","court_ordered","New GM (General Motors Company); the predecessor became Motors Liquidation Company","Drivers and passengers","corporate and industrial harm","124","","documented_estimate","","","","","1","confirmed","not_assessed","","US deferred prosecution agreement 2015; Valukas internal report 2014; GM compensation fund","unverified","","A switch that could shut off the engine and disable airbags. The defect was identified in 2004 and the recall came ten years later"
"EV0528","Takata airbag inflators","Vehicle safety concealment","core","TRUE","2000","2017","Takata Corporation, Tokyo and Monclova, Mexico","Japan / Mexico / United States","","","","","multi_point","victim_site","Takata Corporation","acquisition","Joyson Safety Systems","Drivers and passengers","corporate and industrial harm","30","","documented_estimate","","","","","1","confirmed","not_assessed","","Takata guilty plea 2017, US Department of Justice; NHTSA consent orders","unverified","","Ammonium nitrate propellant degrades with humidity and sprays metal fragments. Test data was falsified. The largest recall in automotive history"
"EV0529","Boeing 737 MAX crashes","Aviation safety concealment","core","TRUE","2018","2019","Lion Air 610, Java Sea; Ethiopian 302, Bishoftu","Indonesia / Ethiopia","","","","","multi_point","victim_site","Boeing Company","","","Passengers and crew","corporate and industrial harm","346","","documented_estimate","","","","","1","confirmed","not_assessed","","US deferred prosecution agreement 2021; Indonesian KNKT and Ethiopian ECAA final reports; US House committee report 2020","unverified","","MCAS was omitted from flight manuals and its authority understated to regulators. The second crash came five months after the first"
